id,user_id,post_type,status,origin_lat,origin_lng,origin_city,origin_country,dest_city,dest_country,dest_lat,dest_lng,template_key,metadata,contact_phone,contact_whatsapp,contact_email,created_at,updated_at,expires_at,view_count,contact_count
94e19301-6ff2-488b-a742-25081b287657,ee79fe6c-303f-4564-8d41-4947d9a22a86,DRIVER_AVAILABLE,active,33.782167250497565,-118.15803405915422,Long Beach,United States,Chicago,United States,41.8781,-87.6298,north,"{""direction"": ""east"", ""truck_type"": ""Flatbed"", ""available_hours"": 6}",,false,tom.taylor84@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,90,3
67ee0576-6d97-4c00-832a-724b97911763,705868e7-e80c-4252-8861-05f0ad7e6700,DRIVER_AVAILABLE,active,33.74409058121284,-118.21615350650706,Long Beach,United States,Nashville,United States,36.1627,-86.7816,long_haul,"{""direction"": ""east"", ""truck_type"": ""Van"", ""available_hours"": 46}",,false,tom.brown15@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,50,3
815bc155-44fd-4739-9ad6-c31bf5b9d411,31ff12f3-13a3-4ede-8504-42d91b353b85,DRIVER_AVAILABLE,active,33.8198896371281,-118.1575013366271,Long Beach,United States,San Diego,United States,32.7157,-117.1611,local,"{""direction"": ""east"", ""truck_type"": ""20T"", ""available_hours"": 22}",,false,jessica.brown67@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,65,1
010ea6fc-3fca-4693-88bf-5d8751c9d917,a61b6112-bec7-4f2c-aa37-89e0a7773b6f,DRIVER_AVAILABLE,active,33.72991933820335,-118.1868293833216,Long Beach,United States,Baltimore,United States,39.2904,-76.6122,north,"{""direction"": ""south"", ""truck_type"": ""Refrigerated"", ""available_hours"": 12}",,false,tom.doe38@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,29,0
f9a82a1e-65ea-4bf4-8031-35cdd4c3c586,b62fe23e-cfe2-4af8-9b78-630d34e616ee,DRIVER_AVAILABLE,active,33.72902590349185,-118.15698994254984,Long Beach,United States,Tulsa,United States,36.1539,-95.9928,local,"{""direction"": ""west"", ""truck_type"": ""Van"", ""available_hours"": 63}",,false,robert.anderson59@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,62,2
9cbf8371-43a2-4ac5-afc8-5778df5b06fa,4f17f734-11c7-4b04-ad2a-71c8fee923c7,DRIVER_AVAILABLE,active,33.78104250768177,-118.24137626399917,Long Beach,United States,Albuquerque,United States,35.0844,-106.6504,south,"{""direction"": ""north"", ""truck_type"": ""Van"", ""available_hours"": 69}",,false,mike.jackson30@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,8,4
46423824-f1d0-454b-acac-8829b715a32f,a8d7b5c7-f5a0-473b-84fd-ff999227f4ee,DRIVER_AVAILABLE,active,33.782523257710054,-118.186737216404,Long Beach,United States,Pittsburgh,United States,40.4406,-79.9959,local,"{""direction"": ""east"", ""truck_type"": ""Refrigerated"", ""available_hours"": 13}",,false,jane.smith66@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,97,3
39c8a651-80f8-4350-951d-d99832ef609f,f140ddf2-41bc-4aa4-9ae2-40dcca547702,DRIVER_AVAILABLE,active,34.08942006413813,-117.69357372641845,Ontario,United States,Tampa,United States,27.9506,-82.4572,local,"{""direction"": ""west"", ""truck_type"": ""Flatbed"", ""available_hours"": 51}",,false,john.thomas14@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,56,0
f7f3d8ce-3f75-499f-9a37-0ddddac8a60d,9d086936-a422-4375-ad56-27a1904ced14,DRIVER_AVAILABLE,active,34.08105531963416,-117.61595867137336,Ontario,United States,Bakersfield,United States,35.3733,-119.0187,long_haul,"{""direction"": ""local"", ""truck_type"": ""Box Truck"", ""available_hours"": 4}",,false,emma.moore68@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,52,2
a8d03d4b-8a0a-4cdd-8f14-29fa525ed373,6b998f84-0259-49cb-8dbf-02751336cd5d,DRIVER_AVAILABLE,active,34.07178073460132,-117.6254771982352,Ontario,United States,San Diego,United States,32.7157,-117.1611,north,"{""direction"": ""west"", ""truck_type"": ""20T"", ""available_hours"": 12}",,false,john.taylor13@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,28,1
e9a64386-ed1e-48e5-9bfd-066b7c1b4603,d5a4b99b-4312-4ed8-8029-35335d9a848c,DRIVER_AVAILABLE,active,34.04815949519135,-117.65130022215583,Ontario,United States,Baltimore,United States,39.2904,-76.6122,south,"{""direction"": ""south"", ""truck_type"": ""Flatbed"", ""available_hours"": 55}",,false,lisa.doe91@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,67,5
de57d49e-52fa-4766-aade-2f09c6c0cdb0,57c9dd89-47d2-4ceb-be05-95d8dc7cb82e,DRIVER_AVAILABLE,active,34.09599497761205,-117.61232545237247,Ontario,United States,San Antonio,United States,29.4241,-98.4936,south,"{""direction"": ""south"", ""truck_type"": ""Box Truck"", ""available_hours"": 49}",,false,emma.doe89@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,5,4
508f4a65-515f-4917-ace2-2a00d550e6b1,ffbb00ca-21d5-4c44-8c3f-8cc045e6341e,DRIVER_AVAILABLE,active,34.09922598568261,-117.69885175113602,Ontario,United States,San Jose,United States,37.3382,-121.8863,long_haul,"{""direction"": ""north"", ""truck_type"": ""20T"", ""available_hours"": 61}",,false,robert.brown80@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,60,3
00ef725b-5927-439c-bf6a-94e35a28138b,858753d6-55b3-4aa5-9bca-27199d3f14ab,DRIVER_AVAILABLE,active,34.014289960612345,-117.66782760125687,Ontario,United States,Birmingham,United States,33.5186,-86.8104,long_haul,"{""direction"": ""north"", ""truck_type"": ""20T"", ""available_hours"": 26}",,false,tom.thomas52@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,91,0
1c9cd519-c288-43f0-8ced-cc83a91db209,82bc624c-ac43-4474-9233-e7963ca6d35a,DRIVER_AVAILABLE,active,32.75260830551222,-117.20784828408516,San Diego,United States,Baltimore,United States,39.2904,-76.6122,local,"{""direction"": ""north"", ""truck_type"": ""Box Truck"", ""available_hours"": 15}",,false,robert.jackson10@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,90,1
7a363de3-56c5-401d-a38a-c616bf4b033e,c2bc4b5e-1fd2-4a10-ba9b-8ad41a3e44ce,DRIVER_AVAILABLE,active,32.69137224263519,-117.18574577717746,San Diego,United States,Philadelphia,United States,39.9526,-75.1652,south,"{""direction"": ""long_haul"", ""truck_type"": ""Refrigerated"", ""available_hours"": 4}",,false,emma.johnson85@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,48,5
a74f4651-0a18-45a4-be4b-969a41109404,8ba8ffbe-3528-4063-b9bd-45360115b181,DRIVER_AVAILABLE,active,32.70004921264142,-117.15620335739,San Diego,United States,New York,United States,40.7128,-74.006,long_haul,"{""direction"": ""long_haul"", ""truck_type"": ""Van"", ""available_hours"": 62}",,false,john.wilson37@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,74,0
8a19db25-9ee8-4dfe-8b5e-bc08fba35247,7b416389-ab7a-4ffc-94b2-c8cbd2af7d23,DRIVER_AVAILABLE,active,32.70464956283042,-117.20520224679323,San Diego,United States,Denver,United States,39.7392,-104.9903,south,"{""direction"": ""south"", ""truck_type"": ""Refrigerated"", ""available_hours"": 66}",,false,lisa.brown63@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,37,4
b81a8764-3713-463b-8391-c17b7b8af02d,4f0e90a8-3bfd-4bd5-bac6-dcbfa095ef38,DRIVER_AVAILABLE,active,32.71234701587205,-117.13424686719766,San Diego,United States,Las Vegas,United States,36.1699,-115.1398,long_haul,"{""direction"": ""south"", ""truck_type"": ""Box Truck"", ""available_hours"": 11}",,false,jessica.anderson22@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,15,2
a5b9fd62-ec00-4a36-b859-0de79ca25163,2bc4e542-c5b9-4668-8c24-06e54a73dafc,DRIVER_AVAILABLE,active,32.74988316385538,-117.17560232991187,San Diego,United States,Sacramento,United States,38.5816,-121.4944,south,"{""direction"": ""local"", ""truck_type"": ""Box Truck"", ""available_hours"": 36}",,false,emma.moore80@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,91,1
da4ad89f-b0fd-4842-bd72-dae323ba6b1e,ce86fbcf-4681-45eb-b58c-e69dbd35f109,DRIVER_AVAILABLE,active,32.67064090684991,-117.13578261589306,San Diego,United States,Milwaukee,United States,43.0389,-87.9065,long_haul,"{""direction"": ""west"", ""truck_type"": ""20T"", ""available_hours"": 40}",,false,david.thomas74@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,9,1
dc0eb788-c032-4863-9233-4f86b0e2ffff,6e9369e0-2e05-4200-9dcc-8d7f6eeac7c6,DRIVER_AVAILABLE,active,32.73450146200232,-117.20139147228925,San Diego,United States,Baltimore,United States,39.2904,-76.6122,south,"{""direction"": ""east"", ""truck_type"": ""Refrigerated"", ""available_hours"": 3}",,false,emma.johnson27@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,62,1
0870c808-affd-4a26-9943-4c36a4d70f6d,c1c526e9-e422-46c3-aec3-2e67f6f6e6d9,DRIVER_AVAILABLE,active,32.72033624551289,-117.11404858121618,San Diego,United States,Long Beach,United States,33.7701,-118.1937,long_haul,"{""direction"": ""east"", ""truck_type"": ""Box Truck"", ""available_hours"": 63}",,false,sarah.brown12@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,81,5
bcdb5c96-c3e0-4ef5-986d-b8656299e0f7,56eb073f-ff14-4cd6-b38a-a4205eaac6d8,DRIVER_AVAILABLE,active,32.6945898941477,-117.16009621319871,San Diego,United States,Atlanta,United States,33.749,-84.388,local,"{""direction"": ""long_haul"", ""truck_type"": ""Flatbed"", ""available_hours"": 17}",,false,sarah.smith63@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,58,3
ce47854e-a3d3-4c79-a819-cd6a57da563c,be3e28c5-f5da-4101-b0b6-5ce58b116c56,DRIVER_AVAILABLE,active,32.57698820108852,-117.00017231457885,Otay Mesa,United States,New York,United States,40.7128,-74.006,long_haul,"{""direction"": ""long_haul"", ""truck_type"": ""Flatbed"", ""available_hours"": 31}",,false,john.moore55@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,90,5
74809811-4e9c-459a-a4c1-6bb24c243d03,19a12fc6-3700-4a28-b0ac-8aebbb429ade,DRIVER_AVAILABLE,active,32.53331563637882,-116.97015306596666,Otay Mesa,United States,Dallas,United States,32.7767,-96.797,north,"{""direction"": ""long_haul"", ""truck_type"": ""20T"", ""available_hours"": 37}",,false,lisa.brown45@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,28,1
9f2f2d23-282b-4e97-8ebf-a8224c03289f,9da408f2-c570-4b05-9efd-aa5ad7a9a6f7,DRIVER_AVAILABLE,active,32.530041481528,-116.98590418836174,Otay Mesa,United States,Salt Lake City,United States,40.7608,-111.891,local,"{""direction"": ""north"", ""truck_type"": ""Refrigerated"", ""available_hours"": 50}",,false,david.brown85@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,73,3
a0f3dafd-8782-44a6-ac26-dc2bab63f987,0d67fd31-1059-451b-8f62-f76b1ae18c87,DRIVER_AVAILABLE,active,32.52498807926299,-117.01498256571224,Otay Mesa,United States,Tucson,United States,32.2226,-110.9747,north,"{""direction"": ""west"", ""truck_type"": ""Van"", ""available_hours"": 21}",,false,david.jackson44@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,91,3
c22ba890-f6a1-458f-a60f-1d020b0cbf81,b43530b2-10b1-4396-bb14-c1f18e1e1961,DRIVER_AVAILABLE,active,32.58195886393861,-116.95078058110774,Otay Mesa,United States,Detroit,United States,42.3314,-83.0458,north,"{""direction"": ""south"", ""truck_type"": ""Flatbed"", ""available_hours"": 27}",,false,lisa.anderson42@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,85,3
e03dcdf7-4b0c-4a9d-bf58-ec4f7528a94e,e4653c77-0672-44b9-af1f-d41221cd142d,DRIVER_AVAILABLE,active,32.52948251087289,-116.98631334936496,Otay Mesa,United States,Portland,United States,45.5152,-122.6784,north,"{""direction"": ""north"", ""truck_type"": ""Box Truck"", ""available_hours"": 19}",,false,sarah.taylor85@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,59,1
1c8f6727-be9c-48e8-8559-33e7197bd509,ddbded9b-24e6-48a1-8f8c-40dca771a621,DRIVER_AVAILABLE,active,32.61314965705646,-117.00249447705578,Otay Mesa,United States,San Diego,United States,32.7157,-117.1611,north,"{""direction"": ""west"", ""truck_type"": ""Van"", ""available_hours"": 26}",,false,tom.doe71@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,17,3
26768ea1-875e-4317-9d1a-4dfcbbd6bafd,59e1519c-6753-4f79-b14e-67fe7fe1b991,DRIVER_AVAILABLE,active,37.74363511505042,-122.45480190486089,San Francisco,United States,Oklahoma City,United States,35.4676,-97.5164,north,"{""direction"": ""long_haul"", ""truck_type"": ""Box Truck"", ""available_hours"": 31}",,false,robert.moore15@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,64,0
41f2a6b8-2ab6-464e-871f-8893dcaf766f,e2cf98ec-7141-4623-9cae-c01bda9c00bd,DRIVER_AVAILABLE,active,37.751181110003444,-122.46316194723575,San Francisco,United States,San Jose,United States,37.3382,-121.8863,south,"{""direction"": ""east"", ""truck_type"": ""Box Truck"", ""available_hours"": 44}",,false,robert.taylor99@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,9,4
cb065960-79b8-45cc-8733-51d80e997e84,93d7bd55-49f2-4320-bc93-93ac36994d89,DRIVER_AVAILABLE,active,37.76895964273526,-122.38323480204906,San Francisco,United States,Indianapolis,United States,39.7684,-86.1581,north,"{""direction"": ""east"", ""truck_type"": ""Van"", ""available_hours"": 13}",,false,lisa.jackson15@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,97,5
43a495c9-973c-4f0f-87d9-6b25de8994ea,8c50b9b0-4f12-4734-a340-2f5f95235545,DRIVER_AVAILABLE,active,37.738432356316224,-122.45587517167195,San Francisco,United States,Dallas,United States,32.7767,-96.797,north,"{""direction"": ""north"", ""truck_type"": ""20T"", ""available_hours"": 59}",,false,tom.brown82@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,52,0
600b895e-9099-46a6-ae84-e3807883aa4c,9ef63f58-9d6a-4e7f-b60c-e4a8c63f58ff,DRIVER_AVAILABLE,active,37.74680740990971,-122.43219554002447,San Francisco,United States,Chicago,United States,41.8781,-87.6298,local,"{""direction"": ""local"", ""truck_type"": ""Van"", ""available_hours"": 70}",,false,tom.wilson72@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,21,3
a601d0a3-0c79-4473-bf86-dfdc902f9130,9c38fc97-38f4-4db8-92e3-a8eea1896ed1,DRIVER_AVAILABLE,active,37.769573221863695,-122.46178755842595,San Francisco,United States,Philadelphia,United States,39.9526,-75.1652,local,"{""direction"": ""south"", ""truck_type"": ""Van"", ""available_hours"": 2}",,false,john.doe68@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,20,2
70577392-4ec3-460d-972d-2a3fd04aed8c,6398f75a-9378-4e7d-bf93-d38d4e246d0f,DRIVER_AVAILABLE,active,37.82245746442142,-122.42831726599687,San Francisco,United States,Austin,United States,30.2672,-97.7431,long_haul,"{""direction"": ""south"", ""truck_type"": ""Refrigerated"", ""available_hours"": 44}",,false,robert.doe99@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,28,0
90eb6f2f-52d2-4e3a-b8e0-9406cca07877,66e2071f-cecd-4437-9168-f1e6b0546a06,DRIVER_AVAILABLE,active,37.84224282250586,-122.27337299454908,Oakland,United States,Tucson,United States,32.2226,-110.9747,long_haul,"{""direction"": ""north"", ""truck_type"": ""Flatbed"", ""available_hours"": 35}",,false,sarah.brown63@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,35,0
2b03d1f5-7ef2-46ce-9049-6a6c2e4741a7,17766136-5157-465a-aa49-c62790520f6f,DRIVER_AVAILABLE,active,37.800450072685095,-122.31991603087891,Oakland,United States,San Jose,United States,37.3382,-121.8863,north,"{""direction"": ""north"", ""truck_type"": ""Flatbed"", ""available_hours"": 70}",,false,lisa.brown96@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,93,3
b218ec24-6714-4b63-ad13-ef9f8524ddf3,9c20a267-18ba-4652-93bd-23d45c428df2,DRIVER_AVAILABLE,active,37.760159970212605,-122.23478369215103,Oakland,United States,Indianapolis,United States,39.7684,-86.1581,south,"{""direction"": ""long_haul"", ""truck_type"": ""Refrigerated"", ""available_hours"": 24}",,false,john.taylor39@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,23,3
c07330b5-ab47-4dd4-9867-7441136ece42,e43fe466-7feb-4361-8105-b43c5c01dc4e,DRIVER_AVAILABLE,active,37.76793367354941,-122.31442522252813,Oakland,United States,Tulsa,United States,36.1539,-95.9928,north,"{""direction"": ""local"", ""truck_type"": ""20T"", ""available_hours"": 15}",,false,jane.thomas91@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,90,1
791e03be-642e-4dc8-9ac9-5f8be3bc3904,ffd954f7-01e6-4b06-8b90-e903729b07e6,DRIVER_AVAILABLE,active,37.82272596612802,-122.25974312459779,Oakland,United States,Tacoma,United States,47.2529,-122.4443,north,"{""direction"": ""long_haul"", ""truck_type"": ""Refrigerated"", ""available_hours"": 45}",,false,robert.jackson36@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,79,3
227984cc-2925-4cbf-9aae-ed0bc4ef26c8,93716344-44f8-4963-8cea-8cfa2623e527,DRIVER_AVAILABLE,active,37.776201855426834,-122.26183559944825,Oakland,United States,Minneapolis,United States,44.9778,-93.265,south,"{""direction"": ""long_haul"", ""truck_type"": ""Flatbed"", ""available_hours"": 43}",,false,mike.brown27@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,68,1
7798e76b-0404-4ccd-acf1-54d3bfee62c9,939b3665-e2ee-479c-9463-934fd1f8e55f,DRIVER_AVAILABLE,active,37.76000152406873,-122.22643805236893,Oakland,United States,Columbus,United States,39.9612,-82.9988,north,"{""direction"": ""north"", ""truck_type"": ""Box Truck"", ""available_hours"": 47}",,false,john.doe74@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,58,5
21bf6b98-6c0b-45ff-8433-3d2730296370,c98ca671-ec51-4f09-85a4-5160a84fc05c,DRIVER_AVAILABLE,active,37.84595278447686,-122.31945490069259,Oakland,United States,Fort Worth,United States,32.7555,-97.3308,south,"{""direction"": ""south"", ""truck_type"": ""Refrigerated"", ""available_hours"": 68}",,false,john.thomas25@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,50,1
14f872da-c30a-4ba0-adda-18fb4fa673c3,ee6a3623-690f-4fdb-b849-ed726f53f2f0,DRIVER_AVAILABLE,active,37.80457288734226,-122.25053852753658,Oakland,United States,New York,United States,40.7128,-74.006,long_haul,"{""direction"": ""local"", ""truck_type"": ""Box Truck"", ""available_hours"": 1}",,false,david.moore86@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,46,2
c582c1da-9df6-4596-9b50-b70366dc156a,b302c75a-b8dc-47c0-bfe3-fc452e0949df,DRIVER_AVAILABLE,active,37.76102911567019,-122.29291515801856,Oakland,United States,Portland,United States,45.5152,-122.6784,local,"{""direction"": ""local"", ""truck_type"": ""Refrigerated"", ""available_hours"": 47}",,false,jessica.johnson60@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,23,3
ad9583fa-1a02-413b-8b1c-5bd48d5af71c,cb650891-c8b6-41cb-8c0f-df5552cd5e25,DRIVER_AVAILABLE,active,37.36561064921601,-121.90908903561689,San Jose,United States,Bakersfield,United States,35.3733,-119.0187,north,"{""direction"": ""east"", ""truck_type"": ""Box Truck"", ""available_hours"": 1}",,false,jessica.doe16@example.com,2026-01-22T06:41:57.789207,2026-01-22T06:41:57.789207,2026-01-29T06:41:57.789207,19,1
